district,latitude,longitude,year,month,crime_category,crime_count,severity_weight,risk_weight,source,source_url
Raichur,16.21,77.36,2020,0,POCSO Sexual Assault,10,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2020,0,Rape,12,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,Assault on Women,148,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,Cruelty by Husband,29,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,Dowry Death,12,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,Dowry Harassment,42,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,Kidnapping of Women,41,90,95,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,POCSO Rape,43,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,POCSO Sexual Assault,23,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2020,0,Rape,11,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Assault on Women,250,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Attempt to Rape,2,90,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Cruelty by Husband,63,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Cyber Harassment,1,55,60,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Dowry Death,6,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Dowry Harassment,53,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Human Trafficking,1,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Kidnapping of Women,51,90,95,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,POCSO Rape,106,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,POCSO Sexual Assault,23,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Rape,8,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2020,0,Sexual Harassment,1,75,80,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Assault on Women,167,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Cruelty by Husband,47,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Cyber Harassment,1,55,60,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Dowry Death,4,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Dowry Harassment,36,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,POCSO Rape,35,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,POCSO Sexual Assault,26,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Rape,8,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Tumakuru,13.34,77.1,2020,0,Sexual Harassment,2,75,80,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Assault on Women,70,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Cruelty by Husband,32,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Cyber Harassment,13,55,60,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Dowry Death,1,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Dowry Harassment,27,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Kidnapping of Women,9,90,95,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,POCSO Rape,35,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,POCSO Sexual Assault,7,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Rape,11,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Udupi,13.34,74.75,2020,0,Sexual Harassment,4,75,80,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Assault on Women,124,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Cruelty by Husband,27,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Dowry Death,1,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Dowry Harassment,11,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Kidnapping of Women,1,90,95,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,POCSO Rape,40,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,POCSO Sexual Assault,6,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Rape,5,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2020,0,Sexual Harassment,2,75,80,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Assault on Women,134,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Cruelty by Husband,90,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Cyber Harassment,1,55,60,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Dowry Death,3,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Dowry Harassment,22,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Gang Rape,1,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Kidnapping of Women,8,90,95,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,POCSO Rape,40,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,POCSO Sexual Assault,7,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Rape,2,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2020,0,Sexual Harassment,2,75,80,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Assault on Women,141,60,65,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Cruelty by Husband,42,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Dowry Death,1,70,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Dowry Harassment,11,65,70,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Kidnapping of Women,4,90,95,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Molestation,1,80,85,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,POCSO Rape,23,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,POCSO Sexual Assault,5,95,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2020,0,Rape,12,100,100,NCRB Crime in India 2021 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,Assault on Women,153,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,Cruelty by Husband,38,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,Cyber Harassment,3,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,Dowry Harassment,31,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,POCSO Rape,37,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,POCSO Sexual Assault,5,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2021,0,Rape,7,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Assault on Women,141,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Cruelty by Husband,99,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Cyber Harassment,5,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Dowry Death,5,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Dowry Harassment,68,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Gang Rape,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,POCSO Rape,77,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,POCSO Sexual Assault,20,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Rape,13,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Ballari,15.15,76.915,2021,0,Sexual Harassment,3,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Assault on Women,365,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Cruelty by Husband,210,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Cyber Harassment,11,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Dowry Death,9,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Dowry Harassment,34,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Gang Rape,2,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Human Trafficking,4,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Kidnapping of Women,18,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Molestation,2,80,85,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,POCSO Rape,132,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,POCSO Sexual Assault,26,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Belagavi,15.87,74.5,2021,0,Rape,40,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Acid Attack,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Assault on Women,710,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Cruelty by Husband,523,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Cyber Harassment,58,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Dowry Death,37,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Dowry Harassment,765,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Gang Rape,3,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Human Trafficking,7,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Kidnapping of Women,569,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,POCSO Rape,363,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,POCSO Sexual Assault,117,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Rape,135,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2021,0,Sexual Harassment,22,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Assault on Women,39,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Cruelty by Husband,68,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Dowry Death,3,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Dowry Harassment,26,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Human Trafficking,2,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Kidnapping of Women,2,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,POCSO Rape,32,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,POCSO Sexual Assault,8,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Bidar,17.91,77.53,2021,0,Rape,5,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Assault on Women,160,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Cruelty by Husband,22,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Cyber Harassment,2,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Dowry Death,2,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Dowry Harassment,25,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,POCSO Rape,37,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,POCSO Sexual Assault,11,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Rape,6,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2021,0,Sexual Harassment,1,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Acid Attack,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Assault on Women,98,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Cruelty by Husband,54,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Dowry Death,3,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Dowry Harassment,23,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Gang Rape,2,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Human Trafficking,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,POCSO Rape,135,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,POCSO Sexual Assault,23,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2021,0,Rape,14,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Assault on Women,164,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Cruelty by Husband,62,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Dowry Death,2,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Dowry Harassment,9,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Gang Rape,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Kidnapping of Women,35,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,POCSO Rape,88,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,POCSO Sexual Assault,24,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Rape,19,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2021,0,Sexual Harassment,1,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Assault on Women,294,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Cruelty by Husband,59,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Dowry Death,3,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Dowry Harassment,24,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Gang Rape,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Kidnapping of Women,1,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,POCSO Rape,28,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,POCSO Sexual Assault,47,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2021,0,Rape,17,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Assault on Women,115,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Cruelty by Husband,37,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Cyber Harassment,34,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Dowry Death,2,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Dowry Harassment,25,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Gang Rape,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Human Trafficking,2,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Kidnapping of Women,3,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,POCSO Rape,60,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,POCSO Sexual Assault,56,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Rape,28,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2021,0,Sexual Harassment,4,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Assault on Women,151,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Cruelty by Husband,69,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Dowry Death,7,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Dowry Harassment,87,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Gang Rape,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,POCSO Rape,69,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,POCSO Sexual Assault,16,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Rape,14,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2021,0,Sexual Harassment,4,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Assault on Women,88,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Cruelty by Husband,86,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Cyber Harassment,4,55,60,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Dowry Death,2,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Dowry Harassment,2,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Gang Rape,2,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Human Trafficking,1,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Kidnapping of Women,4,90,95,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,POCSO Rape,49,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,POCSO Sexual Assault,16,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Rape,17,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2021,0,Sexual Harassment,3,75,80,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2021,0,Assault on Women,49,60,65,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2021,0,Cruelty by Husband,19,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2021,0,Dowry Death,1,70,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2021,0,Dowry Harassment,5,65,70,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2021,0,POCSO Rape,39,100,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2021,0,POCSO Sexual Assault,6,95,100,NCRB Crime in India 2022 Volume I,https://ncrb.gov.in/
